,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,THERMOSTAT,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST,HEAT_COST,WATERHEAT_COST,HOTTUB,SWIMPOOL,BATHROOMS,ELECT_COST,TOT_COST
3999,Detached house,Hot-Humid,1990-1999,1184.0,Central,A: -2 yrs,Central heat pump,1.0,0.0,0.0,3,1.0,2.0,1,Owned,529.53,86.47,305.49,0,0.0,1.5-2,1152.83,2074.3199999999997
4000,Detached house,Mixed-Humid,1960-1969,2100.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,0-2,0.0,,1,Rented,694.73,412.07,237.06,0,0.0,0-1,1426.42,2770.2799999999997
4001,Detached house,Cold/Very Cold,1960-1969,2117.0,Individual,F: +20 yrs,Central water system,0.0,1.0,1.0,3,0.0,1.0,1,Owned,81.76,889.55,84.83,0,0.0,1.5-2,976.5,2032.6399999999999
4002,Attached house,Hot-Humid,1960-1969,830.0,Individual,C: 5-9 yrs,Other individual,0.0,1.0,0.0,0-2,,,1,Rented,284.62,227.24,107.49,0,0.0,0-1,644.55,1263.9
4003,Attached house,Hot-Dry/Mixed-Dry,1980-1989,1816.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0-2,1.0,2.0,2,Owned,26.87,188.7,150.22,1,1.0,1.5-2,352.15,717.9399999999999
4004,Apartment in bld with 5+ units,Mixed-Humid,1980-1989,510.0,Individual,D: 10-14 yrs,Central water system,0.0,,,,,,NA,Rented,181.08,101.71,126.22,0,,0-1,553.29,962.3
4005,Detached house,Mixed-Humid,1960-1969,4250.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,3,0.0,1.0,1,Owned,312.45,1082.65,264.88,0,0.0,2.5-3.5,1355.03,3015.01
4006,Detached house,Cold/Very Cold,.<1950,2183.0,Individual,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,4,1.0,,2,Occupied,103.35,1147.58,227.13,0,0.0,1.5-2,1343.95,2822.01
4007,Detached house,Mixed-Humid,2000-2009,3150.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,3,0.0,2.0,1,Owned,187.02,636.98,286.87,0,0.0,1.5-2,1322.3700000000001,2433.24
4008,Detached house,Hot-Dry/Mixed-Dry,1980-1989,2163.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,3,1.0,3.0,1,Owned,670.02,150.86,114.0,0,0.0,1.5-2,881.1600000000001,1816.04
4009,Detached house,Mixed-Humid,1990-1999,2744.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,4,1.0,2.0,1,Owned,194.83,1223.44,432.36,0,0.0,2.5-3.5,975.5500000000001,2826.1800000000003
4010,Apartment in bld with 2-4 units,Mixed-Humid,.<1950,700.0,Individual,A: -2 yrs,Other individual,0.0,,,0-2,,,NA,Rented,133.1,515.81,414.15,0,,0-1,695.52,1758.58
4011,Detached house,Mixed-Humid,1950-1959,2775.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,3,1.0,,2,Owned,563.95,659.95,185.05,0,0.0,1.5-2,829.05,2238.0
4012,Apartment in bld with 5+ units,Hot-Humid,1970-1979,613.0,Central,F: +20 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,422.47,159.62,320.52,0,,0-1,674.05,1576.6599999999999
4013,Attached house,Mixed-Humid,1950-1959,2172.0,Individual,F: +20 yrs,Central furnace,1.0,0.0,1.0,3,0.0,1.0,2,Owned,307.55,666.02,236.31,0,0.0,1.5-2,927.1600000000001,2137.04
4014,Detached house,Mixed-Humid,1960-1969,1550.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,4,1.0,1.0,2,Owned,284.74,1186.31,317.58,0,0.0,2.5-3.5,1050.3,2838.93
4015,Detached house,Hot-Dry/Mixed-Dry,1970-1979,3838.0,Central,A: -2 yrs,Central furnace,1.0,1.0,0.0,4,1.0,2.0,2,Owned,467.6,876.27,210.42,0,1.0,+3.5,1494.4,3048.69
4016,Detached house,Marine,2000-2009,3379.0,None,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,4,1.0,2.0,2,Owned,0.0,402.28,214.27,0,0.0,2.5-3.5,1300.44,1916.99
4017,Detached house,Hot-Humid,.<1950,2400.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,+4,1.0,,1,Owned,1450.03,156.39,342.23,0,0.0,2.5-3.5,1910.47,3859.12
4018,Detached house,Hot-Humid,1970-1979,1782.0,Individual,None,None,0.0,1.0,0.0,3,,,1,Owned,612.25,0.0,478.57,0,0.0,2.5-3.5,675.8900000000001,1766.71
4019,Detached house,Mixed-Humid,2000-2009,1170.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,0.0,2.0,1,Owned,207.18,620.61,437.18,0,0.0,1.5-2,1981.2,3246.17
4020,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,473.0,Central,A: -2 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,16.21,70.33,132.67,0,,0-1,305.3,524.51
4021,Mobile home,Hot-Dry/Mixed-Dry,1980-1989,504.0,Central,C: 5-9 yrs,Central heat pump,,,,0-2,,,NA,Rented,84.66,31.52,132.7,0,0.0,1.5-2,309.34000000000003,558.22
4022,Detached house,Cold/Very Cold,1950-1959,2797.0,Both central and individual,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,+4,0.0,,2,Owned,313.48,1015.55,246.57,0,0.0,1.5-2,975.97,2551.5699999999997
4023,Detached house,Cold/Very Cold,2000-2009,5568.0,Central,E: 15-19 yrs,Central heat pump,1.0,1.0,1.0,4,1.0,3.0,2,Owned,78.03,492.47,167.14,0,0.0,2.5-3.5,1264.97,2002.6100000000001
4024,Detached house,Mixed-Humid,2000-2009,2133.0,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,3,0.0,2.0,2,Owned,411.43,407.64,289.27,0,0.0,2.5-3.5,1047.25,2155.59
4025,Detached house,Marine,1970-1979,1609.0,Individual,F: +20 yrs,Central furnace,1.0,1.0,0.0,4,1.0,2.0,1,Owned,73.37,541.51,273.32,0,0.0,1.5-2,1304.6599999999999,2192.8599999999997
4026,Attached house,Cold/Very Cold,1970-1979,1988.0,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,3,0.0,2.0,Split-level,Owned,84.22,485.66,143.61,0,0.0,1.5-2,1175.12,1888.61
4027,Detached house,Cold/Very Cold,1970-1979,1481.0,Individual,B: 2-4 yrs,Other individual,0.0,1.0,1.0,3,,,1,Owned,82.43,54.49,564.18,0,0.0,0-1,1846.48,2547.58
4028,Detached house,Hot-Dry/Mixed-Dry,1970-1979,1400.0,Central,F: +20 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,1,Owned,103.77,148.43,85.07,0,0.0,1.5-2,506.15999999999997,843.43
4029,Detached house,Mixed-Humid,1980-1989,3137.0,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,0-2,0.0,2.0,1,Owned,279.59,774.46,196.98,0,0.0,2.5-3.5,969.5,2220.5299999999997
4030,Detached house,Hot-Humid,1970-1979,3600.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,1,Owned,736.59,830.53,204.39,0,0.0,1.5-2,1767.1799999999998,3538.6899999999996
4031,Detached house,Cold/Very Cold,.<1950,2971.0,Individual,F: +20 yrs,Central furnace,0.0,1.0,1.0,4,1.0,,2,Owned,111.34,1050.11,289.6,0,0.0,2.5-3.5,1212.8300000000002,2663.88
4032,Detached house,Cold/Very Cold,1990-1999,3600.0,None,A: -2 yrs,Other individual,1.0,1.0,1.0,3,1.0,2.0,2,Owned,0.0,0.0,373.54,1,0.0,2.5-3.5,299.04,672.58
4033,Apartment in bld with 2-4 units,Hot-Dry/Mixed-Dry,1980-1989,765.0,Central,D: 10-14 yrs,Central furnace,1.0,,,0-2,1.0,,NA,Rented,164.6,55.91,198.33,0,,0-1,720.53,1139.37
4034,Detached house,Hot-Humid,2000-2009,2953.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,4,1.0,3.0,1,Owned,699.42,180.3,133.72,0,0.0,2.5-3.5,806.2700000000001,1819.71
4035,Attached house,Mixed-Humid,2000-2009,1048.0,Central,D: 10-14 yrs,Other individual,0.0,1.0,0.0,0-2,1.0,,2,Rented,149.95,493.12,436.9,0,0.0,1.5-2,1413.05,2493.0199999999995
4036,Detached house,Cold/Very Cold,2000-2009,1431.0,Central,D: 10-14 yrs,Central heat pump,0.0,0.0,0.0,3,1.0,,1,Owned,34.13,295.14,184.71,0,0.0,1.5-2,851.03,1365.01
4037,Detached house,Cold/Very Cold,1990-1999,4744.0,Central,A: -2 yrs,Central furnace,0.0,0.0,1.0,+4,0.0,3.0,1,Owned,143.45,1159.79,146.41,0,0.0,2.5-3.5,1763.1,3212.75
4038,Detached house,Cold/Very Cold,1950-1959,4530.0,Individual,D: 10-14 yrs,Other individual,0.0,1.0,1.0,3,0.0,1.0,2,Owned,94.38,625.27,157.17,1,0.0,2.5-3.5,632.98,1509.8
4039,Detached house,Mixed-Humid,.<1950,720.0,Individual,D: 10-14 yrs,Other individual,0.0,0.0,0.0,0-2,,,1,Rented,91.22,775.36,191.72,0,0.0,0-1,1287.81,2346.1099999999997
4040,Detached house,Mixed-Humid,1960-1969,3466.0,None,D: 10-14 yrs,Other individual,0.0,1.0,0.0,+4,1.0,2.0,2,Owned,0.0,2354.64,744.45,0,1.0,2.5-3.5,4439.74,7538.83
4041,Detached house,Hot-Dry/Mixed-Dry,2000-2009,4124.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,4,1.0,2.0,1,Owned,83.66,57.37,125.9,0,0.0,2.5-3.5,717.94,984.8700000000001
4042,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2400.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,2,Owned,607.75,61.14,115.28,1,1.0,2.5-3.5,1705.83,2490.0
4043,Apartment in bld with 2-4 units,Mixed-Humid,1980-1989,676.0,Central,B: 2-4 yrs,Central furnace,0.0,,,,1.0,,NA,Rented,92.14,248.98,166.35,0,,0-1,742.86,1250.33
4044,Detached house,Cold/Very Cold,1950-1959,3824.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,3,0.0,2.0,2,Owned,174.33,733.35,323.33,0,0.0,2.5-3.5,1177.0500000000002,2408.0600000000004
4045,Detached house,Hot-Dry/Mixed-Dry,1990-1999,2581.0,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,4,0.0,2.0,2,Owned,105.08,94.34,205.21,0,0.0,2.5-3.5,519.6999999999999,924.3299999999999
4046,Attached house,Cold/Very Cold,2000-2009,3877.0,Both central and individual,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,3,1.0,2.0,2,Owned,303.74,357.47,174.43,0,0.0,2.5-3.5,650.98,1486.6200000000001
4047,Detached house,Hot-Dry/Mixed-Dry,2000-2009,1493.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,0.0,2.0,1,Owned,1022.66,102.12,205.83,0,1.0,1.5-2,1323.46,2654.0699999999997
4048,Detached house,Mixed-Humid,1980-1989,1488.0,Individual,B: 2-4 yrs,Other individual,0.0,0.0,0.0,0-2,,,1,Owned,214.98,511.91,542.93,0,0.0,0-1,1393.02,2662.84
4049,Detached house,Hot-Humid,1960-1969,998.0,Both central and individual,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,0-2,0.0,1.0,1,Rented,730.83,347.65,231.7,0,0.0,0-1,2757.02,4067.2
4050,Detached house,Mixed-Humid,1960-1969,2102.0,Central,D: 10-14 yrs,Central heat pump,0.0,1.0,1.0,3,0.0,,1,Occupied,243.16,398.02,409.9,0,0.0,0-1,1095.06,2146.14
4051,Detached house,Mixed-Humid,1970-1979,1584.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,4,0.0,,1,Owned,139.48,623.27,156.01,0,0.0,1.5-2,523.6999999999999,1442.46
4052,Detached house,Hot-Humid,.<1950,1692.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,4,0.0,,1,Owned,646.63,360.79,209.58,0,0.0,1.5-2,634.65,1851.65
4053,Detached house,Mixed-Humid,2010-2015,3289.0,Central,A: -2 yrs,Central furnace,1.0,0.0,0.0,4,0.0,2.0,2,Occupied,229.1,1989.03,522.48,0,0.0,2.5-3.5,3356.7400000000002,6097.35
4054,Attached house,Hot-Dry/Mixed-Dry,1960-1969,1216.0,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,0-2,0.0,2.0,1,Owned,618.39,172.86,128.14,0,0.0,1.5-2,740.2299999999999,1659.62
4055,Detached house,Marine,1990-1999,1568.0,None,F: +20 yrs,Central furnace,1.0,0.0,0.0,3,0.0,2.0,1,Owned,0.0,384.61,101.22,0,0.0,1.5-2,521.59,1007.4200000000001
4056,Detached house,Hot-Humid,1980-1989,3298.0,Central,F: +20 yrs,Central furnace,1.0,1.0,0.0,4,0.0,2.0,1,Owned,495.42,1065.48,527.98,0,0.0,2.5-3.5,2237.33,4326.21
4057,Detached house,Hot-Humid,1980-1989,3358.0,Central,F: +20 yrs,Central heat pump,1.0,1.0,0.0,4,1.0,2.0,2,Owned,1401.43,638.41,166.05,0,0.0,2.5-3.5,1027.11,3233.0
4058,Detached house,Hot-Humid,1980-1989,1050.0,Individual,B: 2-4 yrs,Other individual,1.0,0.0,0.0,0-2,1.0,,1,Owned,237.06,598.03,317.99,0,0.0,1.5-2,1472.94,2626.02
4059,Attached house,Hot-Humid,2000-2009,690.0,Central,C: 5-9 yrs,Other individual,0.0,0.0,0.0,3,1.0,,2,Rented,486.22,87.23,775.17,0,0.0,2.5-3.5,1998.2299999999998,3346.8499999999995
4060,Detached house,Cold/Very Cold,.<1950,3508.0,Central,A: -2 yrs,Central furnace,1.0,0.0,1.0,4,1.0,,2,Owned,271.13,932.97,303.58,0,0.0,2.5-3.5,717.83,2225.5099999999998
4061,Attached house,Hot-Humid,2000-2009,1316.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,3,1.0,1.0,2,Owned,391.63,75.54,211.65,0,0.0,2.5-3.5,704.13,1382.95
4062,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2267.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,4,1.0,2.0,2,Owned,167.27,217.85,158.48,0,0.0,2.5-3.5,427.4200000000001,971.0200000000001
4063,Detached house,Hot-Humid,1990-1999,1424.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,3,0.0,2.0,1,Rented,388.21,33.37,288.03,0,0.0,1.5-2,740.31,1449.9199999999998
4064,Mobile home,Mixed-Humid,1990-1999,686.0,Individual,D: 10-14 yrs,Other individual,,,,0-2,1.0,,NA,Owned,36.04,391.4,344.28,0,0.0,0-1,1078.07,1849.79
4065,Detached house,Marine,.<1950,1664.0,Individual,A: -2 yrs,Other individual,0.0,1.0,1.0,4,1.0,,1,Rented,58.73,1208.22,600.15,0,0.0,1.5-2,2156.14,4023.24
4066,Mobile home,Mixed-Humid,1990-1999,1568.0,Central,D: 10-14 yrs,Central furnace,,,,3,1.0,,NA,Owned,198.4,301.75,689.48,0,0.0,1.5-2,1450.6,2640.23
4067,Attached house,Cold/Very Cold,1990-1999,2606.0,Central,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,3,0.0,2.0,1,Owned,56.99,477.07,161.05,0,0.0,2.5-3.5,547.71,1242.82
4068,Attached house,Mixed-Humid,1990-1999,1609.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,4,1.0,,1,Owned,174.31,356.0,335.64,0,0.0,2.5-3.5,1082.15,1948.1
4069,Attached house,Mixed-Humid,.<1950,3525.0,Central,A: -2 yrs,Central furnace,0.0,0.0,1.0,3,1.0,,2,Owned,421.69,899.41,304.86,0,0.0,2.5-3.5,1137.27,2763.23
4070,Detached house,Mixed-Humid,1970-1979,4339.0,Central,E: 15-19 yrs,Central heat pump,0.0,0.0,0.0,3,0.0,2.0,1,Owned,490.65,912.17,276.38,0,0.0,2.5-3.5,1735.7399999999998,3414.9399999999996
4071,Detached house,Hot-Humid,1950-1959,3044.0,Central,B: 2-4 yrs,Central furnace,0.0,0.0,0.0,4,1.0,,1,Owned,101.77,502.97,254.71,0,0.0,1.5-2,697.5600000000001,1557.0100000000002
4072,Apartment in bld with 5+ units,Mixed-Humid,1980-1989,558.0,Central,F: +20 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,83.42,243.52,271.05,0,,0-1,1239.23,1837.22
4073,Apartment in bld with 5+ units,Hot-Humid,2000-2009,894.0,Central,C: 5-9 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Owned,296.9,7.1,137.67,0,,1.5-2,433.07000000000005,874.74
4074,Detached house,Cold/Very Cold,1970-1979,2456.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,4,1.0,2.0,2,Owned,133.35,665.92,196.32,0,1.0,2.5-3.5,883.6899999999999,1879.2799999999997
4075,Detached house,Cold/Very Cold,.<1950,1612.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,+4,0.0,1.0,1,Owned,179.71,526.58,53.69,0,0.0,1.5-2,926.0699999999999,1686.05
4076,Detached house,Hot-Dry/Mixed-Dry,1980-1989,5324.0,Central,A: -2 yrs,Other individual,1.0,0.0,0.0,0-2,,2.0,2,Owned,738.81,1714.81,94.69,0,1.0,1.5-2,2605.98,5154.29
4077,Detached house,Marine,1960-1969,1363.0,Central,B: 2-4 yrs,Central heat pump,0.0,1.0,0.0,3,1.0,,1,Occupied,24.77,117.03,204.1,0,0.0,0-1,818.19,1164.0900000000001
4078,Detached house,Cold/Very Cold,1970-1979,2688.0,Central,A: -2 yrs,Central heat pump,0.0,0.0,1.0,3,1.0,,1,Owned,194.81,351.6,163.73,1,0.0,1.5-2,794.6300000000001,1504.7700000000002
4079,Detached house,Cold/Very Cold,1950-1959,1350.0,Individual,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,0-2,0.0,2.0,1,Owned,35.86,1472.06,165.17,0,0.0,0-1,735.18,2408.27
4080,Detached house,Mixed-Humid,1980-1989,3927.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,4,1.0,2.0,2,Owned,376.09,762.51,177.45,0,0.0,2.5-3.5,1435.27,2751.3199999999997
4081,Mobile home,Mixed-Humid,1970-1979,1680.0,None,B: 2-4 yrs,Central heat pump,,,,3,1.0,,NA,Rented,0.0,354.76,285.07,0,0.0,1.5-2,944.0,1583.83
4082,Mobile home,Cold/Very Cold,1990-1999,784.0,None,E: 15-19 yrs,Central furnace,,,,0-2,0.0,,NA,Owned,0.0,578.9,161.94,0,0.0,1.5-2,1046.07,1786.9099999999999
4083,Detached house,Hot-Humid,2000-2009,1162.0,Central,None,None,1.0,1.0,0.0,3,,1.0,1,Owned,387.56,0.0,241.97,0,0.0,1.5-2,747.53,1377.06
4084,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1970-1979,1152.0,Central,B: 2-4 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,97.86,56.69,178.0,0,,0-1,625.4399999999999,957.99
4085,Detached house,Cold/Very Cold,1970-1979,1310.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0-2,1.0,2.0,1,Rented,96.71,438.45,85.0,0,0.0,0-1,407.20000000000005,1027.3600000000001
4086,Detached house,Cold/Very Cold,1960-1969,3850.0,Central,B: 2-4 yrs,Central furnace,0.0,0.0,1.0,+4,1.0,2.0,1,Rented,272.7,681.19,354.44,0,0.0,1.5-2,1098.58,2406.91
4087,Detached house,Cold/Very Cold,1970-1979,2006.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,3,1.0,1.0,1,Owned,54.67,599.55,177.41,0,0.0,1.5-2,689.98,1521.61
4088,Detached house,Hot-Humid,1980-1989,2625.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,1.0,,1,Occupied,309.5,253.86,72.59,0,0.0,1.5-2,754.24,1390.19
4089,Detached house,Marine,2000-2009,1670.0,Central,D: 10-14 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,2.0,1,Owned,21.72,220.9,1110.43,0,0.0,1.5-2,1677.52,3030.57
4090,Detached house,Hot-Humid,1980-1989,910.0,Central,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,0-2,0.0,1.0,1,Owned,307.53,506.85,278.85,0,0.0,1.5-2,1299.47,2392.7
4091,Detached house,Mixed-Humid,2000-2009,4690.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,3,1.0,2.0,2,Owned,355.12,1466.39,810.25,0,0.0,2.5-3.5,2328.51,4960.27
4092,Apartment in bld with 5+ units,Mixed-Humid,2000-2009,1140.0,Both central and individual,C: 5-9 yrs,Central furnace,0.0,,,4,1.0,,NA,Rented,65.43,162.72,464.4,0,,+3.5,942.5699999999999,1635.12
4093,Detached house,Cold/Very Cold,1980-1989,4392.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,4,1.0,2.0,2,Owned,142.03,1261.9,148.65,0,0.0,2.5-3.5,1242.14,2794.7200000000003
4094,Detached house,Mixed-Humid,1980-1989,5562.0,Both central and individual,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,+4,1.0,2.0,2,Owned,402.92,671.26,335.74,0,0.0,2.5-3.5,1479.54,2889.46
4095,Attached house,Cold/Very Cold,1970-1979,1282.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,4,1.0,2.0,Split-level,Owned,74.52,646.62,134.79,0,0.0,2.5-3.5,580.1800000000001,1436.1100000000001
4096,Detached house,Hot-Humid,1980-1989,3103.0,Central,F: +20 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,,2,Owned,730.7,361.76,302.6,0,0.0,2.5-3.5,1284.62,2679.68
4097,Detached house,Cold/Very Cold,1980-1989,1297.0,Individual,F: +20 yrs,Central water system,0.0,1.0,0.0,3,0.0,2.0,2,Owned,265.8,1602.65,568.73,0,0.0,1.5-2,2543.02,4980.200000000001
4098,Detached house,Hot-Humid,1980-1989,1751.0,Individual,C: 5-9 yrs,Other individual,0.0,0.0,0.0,4,0.0,1.0,1,Owned,241.99,416.17,177.69,0,0.0,1.5-2,843.75,1679.6000000000001
4099,Detached house,Hot-Humid,2000-2009,4440.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,+4,1.0,2.0,2,Owned,612.52,137.59,205.12,0,0.0,2.5-3.5,939.8199999999999,1895.05
4100,Detached house,Cold/Very Cold,1960-1969,5332.0,Central,B: 2-4 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,Split-level,Owned,27.52,498.78,120.9,0,0.0,1.5-2,538.9300000000001,1186.13
4101,Detached house,Cold/Very Cold,.<1950,1314.0,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0-2,0.0,,1,Rented,34.45,190.4,296.77,0,0.0,0-1,820.2199999999999,1341.84
4102,Apartment in bld with 5+ units,Mixed-Humid,.<1950,487.0,Individual,F: +20 yrs,Central water system,1.0,,,0-2,0.0,,NA,Rented,27.58,206.73,139.81,0,,0-1,519.5699999999999,893.6899999999999
4103,Detached house,Cold/Very Cold,1960-1969,3643.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,4,0.0,2.0,2,Owned,328.81,921.64,122.55,0,0.0,2.5-3.5,1033.6000000000001,2406.6000000000004
4104,Detached house,Cold/Very Cold,2000-2009,3294.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,3,1.0,3.0,1,Owned,86.38,440.17,135.89,0,0.0,1.5-2,533.05,1195.4899999999998
4105,Detached house,Cold/Very Cold,1990-1999,4176.0,Central,B: 2-4 yrs,Central furnace,0.0,1.0,1.0,4,1.0,2.0,2,Owned,178.91,507.59,198.34,0,0.0,2.5-3.5,1012.0500000000001,1896.89
4106,Detached house,Cold/Very Cold,1970-1979,2700.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,4,1.0,,2,Owned,140.58,1531.47,130.09,0,0.0,2.5-3.5,1644.1100000000001,3446.25
4107,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,905.0,Individual,C: 5-9 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,35.02,676.14,899.47,0,,0-1,2130.48,3741.11
4108,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1980-1989,1832.0,Central,None,None,1.0,,,0-2,,,NA,Rented,56.55,0.0,79.37,0,,2.5-3.5,375.84999999999997,511.77
4109,Detached house,Cold/Very Cold,1950-1959,1739.0,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,,2,Owned,94.5,588.72,146.06,0,0.0,1.5-2,459.03,1288.31
4110,Detached house,Hot-Humid,1990-1999,1784.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,0.0,2.0,1,Owned,488.2,561.62,273.96,0,0.0,1.5-2,1530.85,2854.63
4111,Detached house,Mixed-Humid,2000-2009,2982.0,Central,C: 5-9 yrs,Other individual,1.0,1.0,0.0,4,1.0,2.0,1,Owned,370.23,1795.09,607.43,1,1.0,2.5-3.5,3565.25,6338.0
4112,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,640.0,None,F: +20 yrs,Other individual,1.0,,,0-2,0.0,,NA,Rented,0.0,439.93,295.6,0,,0-1,1024.04,1759.57
4113,Attached house,Hot-Dry/Mixed-Dry,1970-1979,1251.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,1.0,,2,Rented,262.19,172.19,235.54,0,0.0,1.5-2,609.04,1278.96
4114,Detached house,Hot-Humid,1970-1979,1131.0,Individual,F: +20 yrs,Other individual,0.0,0.0,0.0,4,,,1,Owned,184.36,95.03,196.79,0,0.0,0-1,398.52,874.6999999999999
4115,Detached house,Mixed-Humid,.<1950,2800.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,3,0.0,2.0,2,Owned,31.57,187.96,42.99,0,0.0,1.5-2,213.1,475.62
4116,Detached house,Hot-Humid,1960-1969,1075.0,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,0.0,0-2,1.0,,1,Occupied,380.34,159.04,120.55,0,0.0,1.5-2,773.6600000000001,1433.5900000000001
4117,Apartment in bld with 5+ units,Hot-Humid,2000-2009,1092.0,Central,None,None,0.0,,,3,,,NA,Owned,422.43,0.0,698.95,0,,1.5-2,1465.31,2586.69
4118,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2612.0,Both central and individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,4,1.0,1.0,1,Owned,677.07,505.55,157.63,0,0.0,2.5-3.5,1134.6799999999998,2474.93
4119,Detached house,Cold/Very Cold,.<1950,2178.0,Individual,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,3,0.0,,1,Owned,74.89,401.78,211.44,0,0.0,0-1,464.18000000000006,1152.29
4120,Detached house,Cold/Very Cold,.<1950,1750.0,Central,F: +20 yrs,Central water system,0.0,1.0,0.0,3,1.0,2.0,2,Owned,278.14,1467.75,365.89,0,0.0,2.5-3.5,2491.75,4603.53
4121,Apartment in bld with 5+ units,Mixed-Humid,1950-1959,595.0,Individual,F: +20 yrs,Central water system,0.0,,,0-2,,,NA,Rented,157.21,198.79,130.14,0,,0-1,637.79,1123.9299999999998
