,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,HDD65,CDD65,FLOOR_AREA,FLOOR_AREA_log,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,THERMOSTAT,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,BATHROOMS,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST,COOL_COST_log,HEAT_COST,HEAT_COST_log,WATERHEAT_COST,WATERHEAT_COST_log,ELECT_COST,ELECT_COST_log
88,Detached house,Cold/Very Cold,1990-1999,4884.0,1230.0,1528.0,7.331714969726466,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,0.0,3,2.0,2.0,1,Owned,165.16,5.10691470101789,784.98,6.66565823975084,102.04,4.625364893273611,540.34,6.292198571054377
89,Detached house,Marine,1990-1999,4019.0,462.0,1638.0,7.401231264413015,Individual,D: 10-14 yrs,Other individual,0.0,0.0,1.0,0.0,3,2.0,2.0,1,Owned,16.85,2.8243506567983707,216.73,5.378652339200311,321.31,5.77240638919802,1126.0500000000004,7.026471212687121
90,Detached house,Cold/Very Cold,1950-1959,5688.0,1016.0,2250.0,7.718685495198466,Central,A: -2 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.0,0.0,1,Owned,108.09,4.682964213428112,889.56,6.790726958456629,352.13,5.864000425598742,798.6999999999998,6.682985405923343
91,Attached house,Cold/Very Cold,2010-2015,6659.0,651.0,3264.0,8.090708716083997,Central,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,3,3.0,2.0,1,Owned,78.02,4.35696520407851,128.09,4.852733141843045,261.91,5.568000933297142,1770.88,7.479231877158506
92,Detached house,Mixed-Humid,.<1950,4093.0,1489.0,1562.0,7.3537223303996315,Individual,F: +20 yrs,Central furnace,0.0,0.0,1.0,0.0,2,1.0,0.0,1,Owned,291.63,5.675485875501087,724.25,6.58513663664946,659.19,6.491011808577285,1724.2399999999998,7.452541652671558
93,Detached house,Cold/Very Cold,.<1950,5801.0,1054.0,1281.0,7.155396301896734,Individual,F: +20 yrs,Central furnace,0.0,1.0,0.0,1.0,2,1.0,0.0,1,Owned,53.63,3.9821086129948338,349.94,5.857761711216474,90.8,4.508659285607248,489.05,6.192464733736502
94,Detached house,Hot-Humid,1960-1969,1848.0,2588.0,1080.0,6.984716320118266,Both central and individual,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.0,0.0,1,Owned,442.66,6.092801981013899,975.28,6.882724609256891,416.78,6.032558504642943,1745.2899999999993,7.464676009940394
95,Mobile home,Cold/Very Cold,1970-1979,5400.0,1141.0,717.0,6.57507584059962,None,A: -2 yrs,Central furnace,0.0,0.0,0.0,0.0,2,1.0,0.0,1,Owned,0.0,0.0,240.24,5.481638423675075,296.48,5.691979762537049,670.01,6.5072926376467635
96,Detached house,Hot-Humid,1970-1979,1292.0,3005.0,1787.0,7.488293515159428,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.0,2.0,1,Owned,323.83,5.780218686735625,94.26,4.546056921495585,342.98,5.837672136428001,895.6400000000001,6.797538546523138
97,Detached house,Marine,1990-1999,4631.0,256.0,6640.0,8.80086724247048,Individual,E: 15-19 yrs,Central water system,1.0,1.0,0.0,1.0,3,4.0,3.0,2,Owned,16.81,2.821973947420524,1693.93,7.43480655204416,341.81,5.834255027128882,1011.88,6.919565265741495
98,Mobile home,Mixed-Humid,2000-2009,2540.0,2001.0,1300.0,7.170119543449628,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,3,2.0,0.0,1,Owned,278.65,5.629956514015546,462.33,6.1362789218153955,298.52,5.698836932263187,1871.97,7.5347466312681
99,Detached house,Marine,2000-2009,4160.0,5.0,1650.0,7.408530566894626,None,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,0.0,2,2.0,1.0,2,Owned,0.0,0.0,572.87,6.350658814883715,137.46,4.923332965693459,1015.01,6.922653743644104
100,Detached house,Cold/Very Cold,1950-1959,5746.0,870.0,925.0,6.829793737512425,None,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.0,0.0,1,Rented,0.0,0.0,499.17,6.212946719095526,68.68,4.229458036029275,672.61,6.511165666873315
101,Apartment in bld with 5+ units,Marine,2010-2015,3558.0,728.0,2020.0,7.61085279039525,None,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,3,1.5,0.0,1,Rented,0.0,0.0,142.08,4.95639027924386,433.84,6.072675802532805,1156.09,7.052798900873086
102,Detached house,Hot-Dry/Mixed-Dry,2000-2009,1030.0,2533.0,3389.0,8.128290171607052,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,0.0,6,5.5,3.0,2,Owned,627.16,6.44120169149225,320.49,5.7698510746259055,344.62,5.842442360714953,3818.84,8.247701990563627
103,Detached house,Hot-Humid,1990-1999,415.0,3347.0,1910.0,7.554858521040676,Central,F: +20 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,2.0,2.0,1,Owned,431.74,6.067823555206731,44.34,3.7918872041881655,197.02,5.283305246427533,1234.0,7.1180162044653335
104,Attached house,Mixed-Humid,1950-1959,4051.0,1632.0,1579.0,7.364547014255642,Individual,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,1.0,6,1.0,1.0,2,Rented,156.5,5.0530560099802075,774.41,6.652101449102132,566.92,6.340218200298705,997.41,6.9051619191295375
105,Detached house,Cold/Very Cold,2000-2009,6610.0,526.0,5178.0,8.552174160311482,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,1.0,5,3.5,3.0,2,Owned,235.65,5.46234765336974,1043.19,6.950038605236873,140.57,4.945705585343674,1581.4299999999996,7.366084779989328
106,Detached house,Mixed-Humid,.<1950,4720.0,1507.0,3528.0,8.168486417126681,Individual,C: 5-9 yrs,Central water system,1.0,0.0,1.0,0.0,5,1.5,0.0,2,Owned,815.61,6.7039362995373475,2726.33,7.910711661422762,275.97,5.620292164157176,3381.81,8.126166348105102
107,Attached house,Cold/Very Cold,1990-1999,5293.0,1046.0,2290.0,7.736307096548285,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,2,2.0,2.0,1,Owned,54.17,3.9921272496698075,573.31,6.3514265826367975,101.8,4.623010104116422,958.83,6.865713791182125
108,Detached house,Mixed-Humid,1990-1999,2651.0,1923.0,6790.0,8.823206220552741,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,4,3.5,2.0,2,Owned,458.02,6.126912851283031,1186.73,7.078956904540314,536.81,6.285644214396028,1402.7,7.246154229725626
109,Detached house,Mixed-Humid,1960-1969,2322.0,2062.0,2545.0,7.841885928984623,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,1.0,3,1.5,0.0,2,Owned,491.16,6.196769940292312,1013.19,6.920859048359114,316.67,5.757860222186865,1784.9399999999996,7.4871400802034165
110,Detached house,Mixed-Humid,1970-1979,2625.0,2332.0,2340.0,7.757906208351747,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,2.0,2.0,1,Owned,340.53,5.830503227435358,531.92,6.276493102094199,525.15,6.263683936068785,1752.62,7.4688670901736645
111,Attached house,Mixed-Humid,1970-1979,4779.0,1123.0,2520.0,7.832014180505469,Central,F: +20 yrs,Central heat pump,0.0,0.0,1.0,1.0,3,3.0,0.0,2,Owned,547.32,6.30503364051161,773.6,6.6510549441390845,185.06,5.220680096820884,1375.16,7.226325366967313
112,Detached house,Cold/Very Cold,1980-1989,5553.0,1034.0,1891.0,7.544861068658458,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.0,1.0,1,Rented,83.41,4.42376820625352,599.72,6.396462879626703,340.63,5.830796844208857,931.75,6.837064538359368
113,Apartment in bld with 2-4 units,Mixed-Humid,.<1950,4018.0,1706.0,1284.0,7.157735484249907,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.0,0.0,1,Owned,139.61,4.938852821000557,707.31,6.561469042214303,223.79,5.410708112127064,1141.39,7.040002096893736
114,Detached house,Cold/Very Cold,1950-1959,6165.0,774.0,828.0,6.71901315438526,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,0.0,2,1.0,0.0,1,Owned,43.68,3.7768903314366495,814.3,6.702328848473085,71.92,4.275554390163365,332.89,5.807812105079032
115,Detached house,Mixed-Humid,1980-1989,3206.0,2223.0,890.0,6.7912214627261855,None,A: -2 yrs,Other individual,1.0,0.0,0.0,0.0,3,1.0,2.0,1,Rented,0.0,0.0,626.85,6.440707277562034,589.1,6.378595948527642,889.95,6.791165281372762
116,Apartment in bld with 5+ units,Cold/Very Cold,1960-1969,5855.0,924.0,761.0,6.634633357861686,Both central and individual,B: 2-4 yrs,Central water system,0.0,1.0,0.0,0.0,1,1.0,0.0,1,Rented,16.77,2.8195915758351173,147.37,4.992946431225172,83.85,4.429029488269218,214.4,5.367843429196647
117,Mobile home,Hot-Humid,2000-2009,1923.0,2811.0,1352.0,7.20934025660291,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,3,2.0,0.0,1,Owned,315.32,5.753587996191707,559.26,6.326614481301121,478.11,6.169840831539652,1664.68,7.417388191751066
118,Detached house,Hot-Dry/Mixed-Dry,1960-1969,903.0,3687.0,1578.0,7.363913501405819,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,4,3.0,2.0,1,Owned,696.74,6.546412313908864,222.05,5.402902581738111,223.19,5.408023426636094,671.53,6.509558691063632
119,Detached house,Mixed-Humid,1950-1959,4777.0,1489.0,1255.0,7.134890851565884,Central,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,2,1.0,0.0,1,Owned,346.12,5.846785535738538,471.33,6.1555584856276155,92.02,4.522005944727322,635.07,6.453735229037599
120,Apartment in bld with 5+ units,Mixed-Humid,2000-2009,4469.0,1618.0,612.0,6.416732282512326,Individual,D: 10-14 yrs,Central water system,0.0,0.0,0.0,0.0,0,1.0,0.0,1,Rented,166.3,5.113793386198882,94.91,4.5529290741424004,195.0,5.272999558563747,1299.8,7.169965685460248
121,Apartment in bld with 5+ units,Mixed-Humid,2010-2015,4098.0,1528.0,1237.0,7.1204443723924875,Individual,A: -2 yrs,Other individual,1.0,0.0,0.0,0.0,3,1.0,0.0,1,Rented,58.74,4.073120925770474,210.13,5.347726386805579,504.63,6.2238254874718,943.26,6.849341960431477
122,Detached house,Hot-Humid,1950-1959,1364.0,3471.0,1910.0,7.554858521040676,None,A: -2 yrs,Other individual,1.0,0.0,0.0,0.0,3,1.0,2.0,1,Owned,0.0,0.0,1020.87,6.928410483907171,171.36,5.1437666066994385,1323.41,7.187967017843803
123,Detached house,Cold/Very Cold,1990-1999,4958.0,1159.0,1051.0,6.957497370876951,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,0.0,2,1.0,0.0,1,Owned,76.5,4.33729074083249,930.46,6.835679087517257,183.25,5.2108513407667605,1418.2,7.257143740869896
124,Detached house,Marine,1950-1959,2020.0,437.0,792.0,6.674561391814426,None,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,0.0,2,1.0,0.0,1,Rented,0.0,0.0,994.29,6.90202891460869,551.98,6.313511813736647,1630.0,7.396335293800808
125,Detached house,Marine,1950-1959,2039.0,415.0,4692.0,8.453614209773367,None,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,2,3.0,2.0,Split-level,Owned,0.0,0.0,539.93,6.291439501526043,123.21,4.813890216636577,688.98,6.5352122430161526
126,Mobile home,Cold/Very Cold,1990-1999,5286.0,632.0,1350.0,7.2078598714324755,Central,A: -2 yrs,Central furnace,0.0,0.0,0.0,0.0,3,2.0,0.0,1,Owned,108.52,4.686934487790731,347.55,5.850908539546495,788.9,6.670639570101044,1428.52,7.264394222272854
127,Mobile home,Mixed-Humid,1970-1979,3517.0,1663.0,744.0,6.612041034833092,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,2,1.0,0.0,1,Owned,170.96,5.141429611010892,827.69,6.718638688146263,242.2,5.489763831118992,1528.34,7.331937458063106
128,Detached house,Hot-Humid,1970-1979,389.0,4287.0,2733.0,7.913155185928068,Central,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,0.0,3,3.0,2.0,1,Owned,482.04,6.178027098159191,158.83,5.067834447847064,186.36,5.227680286948596,1123.02,7.0237767640188595
129,Attached house,Hot-Humid,2000-2009,1399.0,3072.0,4476.0,8.406485069431817,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,0.0,4,2.5,2.0,2,Owned,660.98,6.4937235822078465,740.21,6.606933929722998,500.91,6.216426444228976,1963.72,7.58259591255944
130,Detached house,Hot-Dry/Mixed-Dry,.<1950,1054.0,1005.0,1766.0,7.476472381163905,None,B: 2-4 yrs,Central furnace,1.0,1.0,1.0,0.0,3,1.5,1.0,1,Owned,0.0,0.0,90.2,4.502029427068578,142.07,4.956319893883986,705.1,6.558339636724995
131,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,7220.0,524.0,1317.0,7.183111701743281,Individual,F: +20 yrs,Central furnace,0.0,1.0,0.0,0.0,3,2.0,0.0,1,Owned,37.33,3.6197972929264925,830.39,6.721895469949904,550.06,6.310027363185627,2161.67,7.678636350101292
132,Detached house,Mixed-Humid,1990-1999,4673.0,1239.0,5726.0,8.65277248565806,Central,A: -2 yrs,Central heat pump,1.0,1.0,1.0,1.0,4,2.5,2.0,2,Owned,170.75,5.140200498450899,778.62,6.657523121977194,432.28,6.0690735264349644,2170.25,7.682597647271917
133,Detached house,Mixed-Humid,1970-1979,2580.0,1995.0,2904.0,7.973844375944687,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,3,2.0,0.0,2,Owned,434.34,6.073827637533105,814.11,6.702095492007746,250.15,5.522060737934214,1316.95,7.1830737359504555
134,Detached house,Marine,2000-2009,2866.0,372.0,3930.0,8.276394704863307,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,0.0,5,3.0,3.0,2,Owned,104.78,4.651862913980073,185.48,5.22294705952326,292.93,5.679933672624212,3420.99,8.137685261851438
135,Detached house,Hot-Dry/Mixed-Dry,1990-1999,3853.0,1431.0,2640.0,7.878534196140362,Central,E: 15-19 yrs,Central water system,1.0,1.0,0.0,0.0,4,2.5,2.0,1,Owned,45.28,3.8128654338949275,551.05,6.311825549137551,138.01,4.927326146299949,388.44000000000005,5.962138717726154
136,Apartment in bld with 5+ units,Hot-Humid,1980-1989,1599.0,3112.0,1551.0,7.346655163176539,Central,D: 10-14 yrs,Central heat pump,0.0,0.0,0.0,0.0,3,2.0,0.0,1,Rented,103.03,4.635020207956977,36.84,3.6065842113871063,129.88,4.866610947234645,538.0,6.2878585601617845
137,Detached house,Cold/Very Cold,1980-1989,5399.0,1176.0,6095.0,8.715224041915372,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,1.0,4,4.5,3.0,2,Owned,393.35,5.974699800775252,620.58,6.4306545246177675,70.74,4.259011183777335,2135.35,7.666385846653175
138,Detached house,Hot-Humid,2000-2009,1566.0,2658.0,2792.0,7.934513463882263,Central,A: -2 yrs,Central heat pump,1.0,1.0,0.0,1.0,3,2.5,2.0,2,Owned,676.29,6.516621978134151,487.28,6.188838906528229,341.39,5.833025518777275,1672.35,7.42198510188169
139,Attached house,Cold/Very Cold,1990-1999,6539.0,678.0,1520.0,7.326465613840322,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5,2.0,2,Rented,58.15,4.063025878964673,136.92,4.919396813661985,214.33,5.367516883349041,320.85,5.770973724196525
140,Detached house,Hot-Humid,1980-1989,416.0,4192.0,3176.0,8.063377822367027,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,0.0,4,2.5,2.0,2,Owned,640.73,6.46260815133526,62.36,4.132924044189576,280.35,5.636038822569682,1286.03,7.159315232674768
141,Detached house,Cold/Very Cold,.<1950,5018.0,870.0,2000.0,7.600902459542082,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,1.0,2,1.0,1.0,1,Owned,204.35,5.319834210010287,601.21,6.398944291140353,215.14,5.371288979003859,1251.84,7.132369747966343
142,Detached house,Mixed-Humid,.<1950,3968.0,1815.0,3449.0,8.145839612936841,Individual,F: +20 yrs,Other individual,0.0,0.0,0.0,1.0,5,1.0,0.0,2,Owned,239.11,5.47692369709451,851.13,6.74656487836364,225.97,5.4204022470982745,1557.08,7.350567551374676
143,Apartment in bld with 2-4 units,Cold/Very Cold,1980-1989,5287.0,1096.0,1436.0,7.269616749608169,Individual,F: +20 yrs,Central water system,0.0,1.0,0.0,0.0,2,1.0,0.0,1,Rented,167.29,5.119728833343189,441.47,6.090110067565422,214.0,5.365976015021851,647.5,6.4731187935736925
144,Detached house,Marine,1970-1979,3885.0,548.0,1451.0,7.280008252884188,Individual,F: +20 yrs,Other individual,1.0,0.0,0.0,0.0,3,2.5,2.0,2,Owned,42.34,3.745732265706719,805.33,6.691252131305182,792.29,6.674927486409783,2574.89,7.853562093738776
145,Detached house,Cold/Very Cold,1990-1999,6823.0,466.0,1684.0,7.428927194802272,Individual,F: +20 yrs,Central furnace,0.0,1.0,1.0,1.0,3,3.5,2.0,1,Owned,70.33,4.2531984503199265,2023.92,7.6127915039344956,292.85,5.679660532535792,1791.64,7.49088668049606
146,Detached house,Hot-Humid,2010-2015,1590.0,3226.0,3655.0,8.203851372183879,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,3.5,3.0,1,Owned,866.91,6.764935165163929,660.42,6.492875996263355,181.93,5.203621997708712,1714.29,7.4467542797116995
147,Detached house,Cold/Very Cold,.<1950,5256.0,793.0,1807.0,7.499423290592229,Individual,D: 10-14 yrs,Other individual,0.0,1.0,1.0,0.0,3,2.0,0.0,1,Owned,48.38,3.8790865051818813,1447.73,7.277752091470674,368.28,5.908843518419645,1590.78,7.371979740963832
148,Detached house,Mixed-Humid,2010-2015,2276.0,2198.0,1873.0,7.5352967024440884,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,0.0,3,2.0,2.0,1,Owned,343.75,5.839914648980781,1094.26,6.997833614708708,603.51,6.40276261040859,2255.73,7.721228924604561
149,Attached house,Cold/Very Cold,1970-1979,7619.0,699.0,964.0,6.871091294610546,Individual,E: 15-19 yrs,Other individual,0.0,0.0,0.0,0.0,2,1.0,0.0,1,Owned,11.94,2.479894107964456,164.33,5.101876601193199,191.74,5.256140287648851,687.5899999999998,6.533192730063788
150,Apartment in bld with 2-4 units,Marine,1960-1969,1957.0,695.0,646.0,6.470799503782602,None,D: 10-14 yrs,Other individual,1.0,1.0,0.0,0.0,1,1.0,0.0,1,Rented,0.0,0.0,153.46,5.033439946749519,114.65,4.741884009303914,146.36,4.986069340151007
151,Detached house,Mixed-Humid,1970-1979,3773.0,1961.0,2250.0,7.718685495198466,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,0.0,3,2.0,0.0,1,Owned,297.06,5.693934138601387,919.79,6.824145383118044,177.25,5.177561165412237,942.76,6.848811743348187
152,Detached house,Hot-Humid,2000-2009,1283.0,3120.0,2137.0,7.667158255319148,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,0.0,0.0,3,2.5,2.0,1,Owned,529.07,6.2711207482458775,271.19,5.602819682230066,372.62,5.920559133592207,1614.58,7.386830139915287
153,Detached house,Mixed-Humid,1970-1979,2616.0,1959.0,4292.0,8.36450810375059,Central,A: -2 yrs,Central furnace,0.0,0.0,1.0,0.0,3,2.0,2.0,1,Owned,478.37,6.170384491640029,736.25,6.601569734965796,167.78,5.122653597418148,636.07,6.455308620176728
154,Detached house,Mixed-Humid,1990-1999,2462.0,2495.0,3298.0,8.101071503119543,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,3,3.0,2.0,1,Owned,785.27,6.666027607690081,294.83,5.68639891904532,209.81,5.346202359268609,1831.06,7.512650313116319
155,Detached house,Cold/Very Cold,1970-1979,5885.0,776.0,1029.0,6.9363427358340495,None,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.0,0.0,1,Owned,0.0,0.0,1120.51,7.021539217788396,284.34,5.650170705207552,1134.81,7.034220515021354
156,Detached house,Cold/Very Cold,1960-1969,6449.0,711.0,1644.0,7.404887575616125,Individual,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.0,0.0,1,Owned,192.24,5.258744591428213,391.11,5.9689888503427975,221.6,5.400873954873129,1117.55,7.018894068216104
157,Detached house,Mixed-Humid,1990-1999,2730.0,1547.0,2562.0,7.848543482456679,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5,2.0,2,Rented,221.96,5.4024971854577,464.99,6.142015899979769,321.01,5.771472275292758,1323.33,7.187906566118266
158,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,6612.0,546.0,968.0,6.875232087276577,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,2,1.0,0.0,1,Rented,59.94,4.0933440618885175,158.86,5.068023311204986,80.14,4.383775105207999,384.61,5.9522298338567
159,Apartment in bld with 5+ units,Cold/Very Cold,.<1950,6784.0,569.0,371.0,5.916202062607435,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,2,1.0,0.0,1,Rented,26.71,3.2850380271218693,121.24,4.797772052189602,175.02,5.164900253107685,1147.29,7.045157918651013
160,Detached house,Mixed-Humid,1960-1969,4748.0,1292.0,1975.0,7.5883236773352225,Central,F: +20 yrs,Central furnace,1.0,0.0,1.0,1.0,3,1.5,0.0,2,Rented,329.48,5.797515654073048,653.86,6.482893261263241,824.75,6.715080310108691,1730.19,7.455986508050922
161,Detached house,Hot-Humid,2000-2009,2082.0,2472.0,2940.0,7.986164860332727,Both central and individual,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,0.0,5,2.5,2.0,1,Owned,398.07,5.986627869216455,712.01,6.568091956257167,270.17,5.599051390494432,2330.36,7.753778041062624
162,Mobile home,Cold/Very Cold,1960-1969,5758.0,908.0,1848.0,7.521859252201629,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,2,1.0,0.0,1,Owned,88.37,4.481532545529913,826.23,6.716873185124067,501.63,6.217862796142687,1252.63,7.133000619988129
163,Attached house,Hot-Humid,2000-2009,1402.0,2766.0,5168.0,8.550241045462437,Central,C: 5-9 yrs,Central heat pump,0.0,0.0,1.0,0.0,3,2.5,2.0,2,Rented,673.1,6.511893907016668,298.98,5.700376681521369,341.29,5.832732555747113,1382.9,7.2319380224706125
164,Detached house,Marine,.<1950,3713.0,460.0,700.0,6.551080335043404,Individual,B: 2-4 yrs,Other individual,1.0,0.0,0.0,0.0,3,1.0,1.0,1,Rented,11.59,2.4501426573516603,632.21,6.449221617435602,188.09,5.236920571682713,1368.94,7.221791996716596
165,Detached house,Mixed-Humid,2010-2015,2721.0,2441.0,2924.0,7.980707820869669,Central,C: 5-9 yrs,Central heat pump,0.0,1.0,0.0,0.0,2,2.0,0.0,1,Owned,494.93,6.204416338427354,683.51,6.527241286634887,322.51,5.776134143507035,2054.620000000001,7.627846194989629
166,Apartment in bld with 2-4 units,Hot-Humid,1980-1989,1300.0,3964.0,804.0,6.6895992691789665,Individual,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,2,1.0,0.0,1,Rented,202.49,5.310690502611178,192.41,5.259628511932925,770.02,6.646416488536384,2005.56,7.603678602488834
167,Detached house,Cold/Very Cold,1990-1999,5580.0,941.0,2049.0,7.6251071482389,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,1.0,3,2.0,2.0,2,Owned,142.98,4.962704760338705,76.83,4.341595188879544,170.29,5.137502866038513,1543.58,7.3418596728549845
168,Attached house,Mixed-Humid,1990-1999,3672.0,1531.0,1639.0,7.40184157874383,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,0.0,0.0,2,2.0,0.0,1,Owned,181.26,5.199932464626635,552.56,6.3145620247807175,221.84,5.4019564013075225,1041.18,6.948109964330468
169,Detached house,Hot-Humid,1990-1999,1454.0,3429.0,809.0,6.695798917058491,Individual,A: -2 yrs,Central furnace,1.0,0.0,0.0,0.0,2,1.0,0.0,1,Owned,327.33,5.790968836335117,222.74,5.406005171964954,298.59,5.699071394926082,1388.95,7.236303344986202
170,Detached house,Mixed-Humid,1990-1999,4101.0,1533.0,1162.0,7.057897937411856,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,2.0,1.0,1,Owned,198.38,5.290184383317848,380.85,5.942405596818797,245.33,5.502604243011941,782.2,6.662110462321414
171,Detached house,Hot-Humid,1990-1999,1586.0,3176.0,1543.0,7.341483852363161,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.0,3.0,1,Owned,471.11,6.155091612396437,432.86,6.070414350086383,98.0,4.584967478670572,868.9899999999999,6.767331617719319
172,Detached house,Hot-Humid,.<1950,1346.0,3513.0,1612.0,7.385230923066573,None,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,3,1.0,0.0,1,Owned,0.0,0.0,724.16,6.585012362445172,270.07,5.59868118465576,852.11,6.747715626476818
173,Apartment in bld with 5+ units,Hot-Humid,1980-1989,0.0,5487.0,581.0,6.364750756851911,None,None,None,0.0,0.0,0.0,0.0,1,1.0,0.0,1,Rented,0.0,0.0,0.0,0.0,174.67,5.162898479440301,703.37,6.555883069144563
174,Detached house,Cold/Very Cold,.<1950,5647.0,953.0,3008.0,8.00903068506973,Both central and individual,F: +20 yrs,Central water system,1.0,0.0,1.0,1.0,3,2.5,0.0,2,Owned,367.63,5.907076997597718,1018.99,6.926567219631883,211.17,5.35266349628815,837.2500000000001,6.730122711674314
175,Detached house,Hot-Humid,1990-1999,1491.0,3345.0,2078.0,7.639161171659173,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,2.0,3.0,1,Owned,496.6,6.207784873074067,280.97,5.638247902068488,287.18,5.660109196866231,1164.0500000000004,7.05966058269529
176,Detached house,Hot-Humid,1950-1959,1225.0,3012.0,1455.0,7.282761179605593,Both central and individual,F: +20 yrs,Central furnace,1.0,1.0,0.0,0.0,3,1.5,0.0,1,Owned,1008.7,6.916417652060789,585.26,6.372056192940123,211.82,5.355736857415523,816.8199999999998,6.70541875234892
177,Detached house,Cold/Very Cold,.<1950,4790.0,1482.0,1128.0,7.028201432058005,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,4,3.0,1.0,1,Owned,175.84,5.169574490655311,508.49,6.23144554961186,223.15,5.407844191075279,619.93,6.429606568439282
